id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1509337,2,2016-01-10 12:54:16,2016-01-10 13:15:35,1,-73.9753265381,40.765209198,-73.9983062744,40.7174301147,N,1279
id0613344,1,2016-03-23 07:18:51,2016-03-23 07:33:39,1,-73.9627456665,40.7632026672,-73.9735717773,40.7922019958,N,888
id2168561,2,2016-03-17 22:55:13,2016-03-17 23:05:07,2,-73.9869384766,40.7209892273,-73.9782104492,40.7459487915,N,594
id3183512,2,2016-06-17 19:30:09,2016-06-17 19:47:14,1,-74.006401062,40.7414360046,-73.9733810425,40.7634887695,N,1025
id1534911,1,2016-06-11 20:19:25,2016-06-11 20:29:47,1,-73.9668655396,40.7698974609,-73.9450073242,40.7765655518,N,622
id1958963,1,2016-05-05 12:35:22,2016-05-05 12:48:55,1,-73.9902954102,40.7564506531,-73.9886856079,40.7429733276,N,813
id3355250,2,2016-06-08 08:34:15,2016-06-08 08:39:32,1,-73.9594116211,40.7633705139,-73.9675674438,40.7629394531,N,317
id2417061,2,2016-01-20 14:55:25,2016-01-20 15:00:46,1,-73.9737319946,40.7611846924,-73.9635848999,40.7743377686,N,321
id1252819,2,2016-01-19 15:27:09,2016-01-19 15:29:53,1,-73.9663925171,40.7945289612,-73.9734268188,40.7871017456,N,164
id2095311,2,2016-02-06 22:11:46,2016-02-06 22:12:53,1,-73.9828643799,40.6775283813,-73.9800720215,40.6817474365,N,67
id0218087,2,2016-01-05 07:03:51,2016-01-05 07:14:09,5,-73.9928588867,40.7426300049,-73.9853134155,40.722038269,N,618
id2492878,2,2016-03-22 15:38:03,2016-03-22 15:49:48,2,-73.9922790527,40.7381401062,-74.0093460083,40.7242164612,N,705
id0958313,1,2016-06-05 10:38:59,2016-06-05 10:42:00,1,-73.9980316162,40.7409362793,-73.9956817627,40.7352142334,N,181
id2803706,2,2016-01-04 16:07:39,2016-01-04 16:22:56,1,-73.9877624512,40.7653503418,-73.9783401489,40.7343788147,N,917
id3177768,1,2016-06-10 07:55:45,2016-06-10 08:07:12,1,-73.9449234009,40.7748413086,-73.9734191895,40.7511405945,N,687
id1542724,1,2016-03-18 22:13:22,2016-03-18 22:26:47,2,-73.9878540039,40.7211990356,-73.982925415,40.738735199,N,805
id2795172,1,2016-05-29 19:16:41,2016-05-29 19:26:42,1,-73.9541854858,40.7641220093,-73.958480835,40.7816390991,N,601
id0780813,1,2016-06-12 10:37:13,2016-06-12 10:42:31,4,-73.9805755615,40.7857437134,-73.9693145752,40.8034706116,N,318
id2314438,2,2016-06-08 13:01:10,2016-06-08 13:49:31,5,-74.0037765503,40.7134590149,-73.987663269,40.7481613159,N,2901
id3108521,2,2016-01-09 23:29:35,2016-01-09 23:35:48,1,-74.0066680908,40.7444114685,-73.9922485352,40.7382202148,N,373
id3681372,2,2016-04-30 18:18:30,2016-04-30 18:38:25,1,-73.9749069214,40.7576408386,-74.0031509399,40.7177505493,N,1195
id1528004,1,2016-04-28 07:21:39,2016-04-28 07:24:37,1,-74.0043182373,40.7247543335,-73.9973297119,40.7368087769,N,178
id1297911,1,2016-04-30 20:46:15,2016-04-30 20:52:58,1,-73.9705429077,40.761806488,-73.9817657471,40.7665367126,N,403
id0026081,2,2016-06-11 09:05:04,2016-06-11 09:44:28,1,-73.7880630493,40.6415481567,-73.9769821167,40.7826652527,N,2364
id0748348,1,2016-04-18 16:12:33,2016-04-18 16:22:32,1,-73.7767944336,40.6455459595,-73.8111038208,40.6647224426,N,599
id2132251,2,2016-05-09 20:24:08,2016-05-09 20:50:42,1,-74.0080184937,40.7408599854,-74.177520752,40.6905097961,N,1594
id0362490,2,2016-06-17 08:46:55,2016-06-17 08:53:00,1,-73.9769134521,40.7499961853,-73.9848022461,40.7483024597,N,365
id2564752,2,2016-03-03 19:21:35,2016-03-03 19:35:46,2,-73.9627685547,40.8096847534,-73.9116897583,40.8838119507,N,851
id1984329,1,2016-03-09 15:39:51,2016-03-09 16:40:41,1,-73.9889602661,40.6932868958,-73.865562439,40.7709159851,N,3650
id3657049,1,2016-01-10 17:36:38,2016-01-10 17:48:08,1,-73.9972686768,40.7246627808,-73.9771881104,40.7522315979,N,690
id3080417,2,2016-03-26 23:26:51,2016-03-26 23:30:14,1,-73.9884490967,40.7233314514,-73.9830780029,40.7242507935,N,203
id1590315,2,2016-05-26 20:37:06,2016-05-26 20:51:55,2,-73.9811782837,40.7741584778,-74.0027313232,40.7606010437,N,889
id1802171,1,2016-03-11 18:05:04,2016-03-11 18:15:45,2,-73.9879455566,40.7320137024,-74.0012893677,40.7320251465,N,641
id2316991,2,2016-06-07 11:36:46,2016-06-07 12:02:55,6,-73.9641113281,40.7712211609,-74.0087127686,40.7194099426,N,1569
id2160207,1,2016-04-12 22:56:34,2016-04-12 23:06:39,2,-73.9805450439,40.7605781555,-73.9894866943,40.7767066956,N,605
id1945290,2,2016-03-11 21:32:13,2016-03-11 21:46:24,2,-73.9819564819,40.7625389099,-73.9934005737,40.7399101257,N,851
id2949674,2,2016-03-09 10:51:06,2016-03-09 10:58:59,1,-73.989654541,40.7471389771,-73.9836502075,40.7555084229,N,473
id0098851,2,2016-05-30 23:05:05,2016-05-30 23:33:35,1,-73.9917831421,40.735458374,-73.8834228516,40.7449684143,N,1710
id3671654,1,2016-02-03 08:15:03,2016-02-03 08:29:26,2,-73.9785842896,40.7500991821,-73.9562683105,40.7637405396,N,863
id2351528,2,2016-03-17 21:25:03,2016-03-17 21:37:15,1,-73.9505996704,40.7793998718,-73.9774093628,40.7326812744,N,732
id3788691,2,2016-04-27 12:20:38,2016-04-27 12:34:51,3,-73.9565505981,40.7780418396,-73.9669799805,40.7627906799,N,853
id2104613,2,2016-05-27 09:23:30,2016-05-27 09:35:58,6,-73.9905014038,40.7328910828,-73.9915466309,40.7445793152,N,748
id1005155,2,2016-01-14 12:31:24,2016-01-14 12:49:37,6,-73.9784317017,40.7726364136,-73.9535293579,40.766708374,N,1093
id3686454,1,2016-01-03 23:34:08,2016-01-03 23:43:49,1,-73.9689331055,40.7549133301,-73.9965438843,40.7269172668,N,581
id0426623,2,2016-05-08 18:15:19,2016-05-08 18:33:11,1,-74.0022125244,40.7242202759,-73.9822921753,40.7683601379,N,1072
id1356646,1,2016-05-26 18:59:00,2016-05-26 19:11:35,1,-73.9786300659,40.7412376404,-73.990852356,40.7399711609,N,755
id0600788,1,2016-01-08 20:51:25,2016-01-08 21:07:10,2,-73.9664993286,40.7731285095,-73.9931106567,40.7529335022,N,945
id1928816,2,2016-06-10 10:55:44,2016-06-10 11:01:15,6,-74.0050811768,40.7296905518,-74.0112304688,40.7296485901,N,331
id0796569,2,2016-02-28 22:14:45,2016-02-28 22:18:05,1,-74.0006942749,40.7295570374,-74.0015106201,40.7197265625,N,200
id1112825,1,2016-04-21 20:53:16,2016-04-21 21:05:51,2,-73.9925308228,40.7387084961,-73.9881134033,40.7594985962,N,755
id3390753,1,2016-01-08 23:30:19,2016-01-08 23:50:53,2,-74.0114593506,40.7028656006,-73.9893875122,40.7570228577,N,1234
id1691938,2,2016-03-26 00:49:05,2016-03-26 00:57:34,1,-73.9669418335,40.8039131165,-73.940032959,40.8488426208,N,509
id1583096,2,2016-03-09 03:40:11,2016-03-09 03:54:16,1,-74.0024414062,40.7336807251,-73.9700698853,40.7514915466,N,845
id1059282,1,2016-06-05 21:35:43,2016-06-05 21:47:01,1,-73.9809112549,40.7601852417,-73.9537506104,40.7700767517,N,678
id0035452,2,2016-06-09 12:30:22,2016-06-09 12:40:50,1,-73.9944152832,40.7507591248,-73.9834213257,40.7438735962,N,628
id2120851,2,2016-01-13 12:21:24,2016-01-13 12:24:44,1,-73.9922332764,40.738079071,-73.9990615845,40.7342910767,N,200
id3304694,1,2016-05-05 22:24:47,2016-05-05 22:38:16,1,-73.9760055542,40.6868553162,-73.9414978027,40.7239494324,N,809
id0366629,2,2016-04-20 08:16:21,2016-04-20 08:28:57,2,-73.953666687,40.7671318054,-73.9698486328,40.7631416321,N,756
id2098703,2,2016-06-17 18:31:25,2016-06-17 19:23:51,5,-73.9099731445,40.7722587585,-73.9913406372,40.7635917664,N,3146
id2229350,2,2016-03-24 08:01:16,2016-03-24 08:15:06,5,-74.0046768188,40.7468681335,-73.9901885986,40.7250404358,N,830
id2806659,1,2016-01-22 13:27:44,2016-01-22 13:35:00,1,-73.9624023438,40.7789611816,-73.979309082,40.7818222046,N,436
id3866708,2,2016-02-18 08:54:38,2016-02-18 09:04:58,1,-73.9611434937,40.7690887451,-73.9693756104,40.7637634277,N,620
id1374079,1,2016-05-21 14:51:26,2016-05-21 14:58:44,2,-73.9735031128,40.7553100586,-73.9585952759,40.7622070312,N,438
id2646190,2,2016-05-07 21:54:37,2016-05-07 22:04:37,2,-73.9878005981,40.7441978455,-74.0040054321,40.7209014893,N,600
id2260434,1,2016-05-05 14:07:55,2016-05-05 15:27:36,1,-73.7813415527,40.6449241638,-73.9892730713,40.7560997009,N,4781
id2834361,1,2016-06-29 20:35:45,2016-06-29 20:37:34,1,-73.9686660767,40.7916145325,-73.9744644165,40.7875709534,N,109
id1621705,2,2016-03-13 00:51:30,2016-03-13 01:03:42,1,-74.0003890991,40.74269104,-74.0027389526,40.7185211182,N,732
id0184900,2,2016-03-21 16:16:48,2016-03-21 16:22:42,1,-73.9849319458,40.7397003174,-73.9893875122,40.7444458008,N,354
id1859324,1,2016-06-09 21:35:19,2016-06-09 21:38:12,1,-73.9882354736,40.7555961609,-73.9876861572,40.7482757568,N,173
id2555251,1,2016-05-24 08:48:23,2016-05-24 09:12:24,2,-73.9718475342,40.7572441101,-73.9932556152,40.7391738892,N,1441
id0343338,1,2016-06-25 16:46:54,2016-06-25 16:50:01,1,-73.993347168,40.7520523071,-74.0026855469,40.7561454773,N,187
id1670997,2,2016-02-24 19:34:46,2016-02-24 19:39:14,6,-73.9843597412,40.7499809265,-73.9893417358,40.7427787781,N,268
id1138522,1,2016-01-12 17:58:00,2016-01-12 18:05:13,1,-73.9535446167,40.7711029053,-73.9456634521,40.7929267883,N,433
id3808950,1,2016-05-13 00:19:10,2016-05-13 00:24:27,1,-73.9456634521,40.7778701782,-73.9401626587,40.797618866,N,317
id1784006,1,2016-04-25 08:15:49,2016-04-25 08:39:54,1,-74.0062179565,40.7043876648,-73.9736557007,40.7600250244,N,1445
id1075434,2,2016-03-14 19:51:44,2016-03-14 19:56:01,6,-73.9773864746,40.7235107422,-73.9858474731,40.7195587158,N,257
id2944348,2,2016-04-18 13:19:38,2016-04-18 13:30:13,5,-73.9713058472,40.7625961304,-73.9557266235,40.7639007568,N,635
id0779661,2,2016-06-28 00:17:56,2016-06-28 00:38:30,4,-73.8730545044,40.7740249634,-73.95337677,40.7324829102,N,1234
id1064204,2,2016-04-12 20:39:05,2016-04-12 20:54:04,5,-73.9886474609,40.7434616089,-73.9538192749,40.7668228149,N,899
id0786546,2,2016-01-29 14:07:50,2016-01-29 14:20:53,1,-73.9780349731,40.7505760193,-73.9985733032,40.7286148071,N,783
id1487616,1,2016-01-07 23:01:09,2016-01-07 23:10:08,1,-73.9891891479,40.7270278931,-74.0058670044,40.7345085144,N,539
id1027162,2,2016-05-20 00:57:19,2016-05-20 01:01:02,1,-73.9872436523,40.7201004028,-73.9945983887,40.7205429077,N,223
id0022169,2,2016-06-22 06:58:55,2016-06-22 07:13:55,1,-73.9536895752,40.7751693726,-73.9917297363,40.7385406494,N,900
id2208594,2,2016-03-18 05:01:16,2016-03-18 05:05:10,6,-73.9790039062,40.6830787659,-73.9827346802,40.6725273132,N,234
id3976321,2,2016-02-16 12:46:57,2016-02-16 12:55:00,5,-73.9892578125,40.73620224,-73.9976119995,40.7296981812,N,483
id3467959,1,2016-03-13 03:26:46,2016-03-13 03:37:28,1,-74.0140075684,40.7079734802,-73.9752578735,40.7330551147,N,642
id3035352,2,2016-02-01 07:03:15,2016-02-01 07:06:57,1,-73.9934082031,40.7372589111,-74.0037002563,40.7356185913,N,222
id1698494,2,2016-03-11 08:56:07,2016-03-11 09:09:16,5,-73.9814605713,40.7439460754,-73.9878234863,40.7539520264,N,789
id1613652,2,2016-05-19 18:09:00,2016-05-19 18:15:19,2,-73.9627532959,40.7668418884,-73.9484786987,40.7813682556,N,379
id2529484,2,2016-02-29 00:14:10,2016-02-29 00:23:07,1,-73.9929656982,40.7300682068,-73.9942245483,40.7123336792,N,537
id1470880,1,2016-04-02 00:38:20,2016-04-02 00:58:00,1,-73.9815216064,40.7540397644,-73.991607666,40.6893920898,N,1180
id1072970,1,2016-06-24 01:40:04,2016-06-24 01:59:30,1,-73.7902984619,40.6466178894,-73.8543243408,40.6929168701,N,1166
id2768138,2,2016-06-25 22:57:54,2016-06-25 23:03:46,3,-73.962638855,40.7586250305,-73.9497070312,40.7779159546,N,352
id1323939,1,2016-05-27 02:34:34,2016-05-27 02:38:55,1,-73.9993362427,40.7335128784,-73.9888458252,40.7269287109,N,261
id0857898,1,2016-02-11 11:20:21,2016-02-11 11:38:03,1,-73.9995422363,40.7539138794,-74.0067520142,40.7365112305,N,1062
id1217468,1,2016-02-05 15:00:59,2016-02-05 15:12:21,1,-73.9828109741,40.7725639343,-73.9701843262,40.7656478882,N,682
id3362619,1,2016-02-25 22:05:26,2016-02-25 22:10:09,1,-73.9715805054,40.7570877075,-73.9749755859,40.7520713806,N,283
id3289969,2,2016-03-15 14:04:20,2016-03-15 14:06:43,2,-73.9534988403,40.7854804993,-73.9582519531,40.7797012329,N,143
id3002483,1,2016-01-30 04:09:17,2016-01-30 04:23:24,2,-73.9842758179,40.7646064758,-73.9541549683,40.7416572571,N,847
id1632922,1,2016-02-25 12:51:38,2016-02-25 12:55:09,1,-73.9800262451,40.781085968,-73.9736938477,40.7946777344,N,211
id3842519,2,2016-01-04 07:11:45,2016-01-04 07:20:04,1,-73.9621200562,40.7677383423,-73.9697189331,40.7624893188,N,499
id2940162,1,2016-02-12 19:09:58,2016-02-12 19:18:42,1,-74.0013275146,40.7570075989,-73.9791946411,40.7518920898,N,524
id0987884,2,2016-01-16 18:31:15,2016-01-16 18:42:40,2,-73.9839477539,40.7376708984,-73.9605865479,40.7699394226,N,685
id1059638,2,2016-02-27 16:45:56,2016-02-27 16:51:31,1,-73.9554138184,40.7794570923,-73.9500274658,40.7957839966,N,335
id3127903,1,2016-02-01 19:09:32,2016-02-01 19:41:51,1,-74.0065536499,40.7422065735,-73.953163147,40.6713867188,N,1939
id1738502,1,2016-04-08 14:33:12,2016-04-08 14:37:11,1,-73.994972229,40.7396392822,-73.990447998,40.7376899719,N,239
id0603390,1,2016-05-24 16:59:51,2016-05-24 17:30:51,1,-73.9668197632,40.7572517395,-73.8729476929,40.7743835449,N,1860
id1817320,1,2016-02-29 00:25:23,2016-02-29 00:44:30,1,-73.9969482422,40.7577590942,-73.9846801758,40.7217178345,N,1147
id1372711,2,2016-02-09 12:06:37,2016-02-09 12:12:33,5,-74.0111846924,40.7109527588,-74.0071411133,40.7182388306,N,356
id0960600,1,2016-03-27 20:08:20,2016-03-27 20:19:42,4,-73.9812393188,40.7634849548,-73.9948654175,40.7429695129,N,682
id2320217,1,2016-03-09 08:59:45,2016-03-09 09:07:37,1,-73.9902496338,40.7666969299,-73.9828720093,40.7569732666,N,472
id3653541,2,2016-05-11 07:28:32,2016-05-11 07:39:12,1,-74.0028305054,40.7605018616,-73.9865722656,40.7574996948,N,640
id3425193,1,2016-02-01 18:09:09,2016-02-01 18:22:09,1,-73.9777374268,40.7424621582,-74.0038986206,40.7477531433,N,780
id3440143,2,2016-01-20 00:17:08,2016-01-20 00:43:14,1,-73.8626098633,40.7690315247,-73.9675979614,40.8021507263,N,1566
id2748375,2,2016-02-12 11:27:39,2016-02-12 11:42:21,1,-73.9959716797,40.7486915588,-73.9926834106,40.7576179504,N,882
id1380736,2,2016-02-25 00:50:31,2016-02-25 01:13:55,6,-74.0064926147,40.7439308167,-73.9228897095,40.7676010132,N,1404
id3425098,2,2016-04-25 14:56:49,2016-04-25 15:21:31,6,-73.9653778076,40.7617530823,-73.8642578125,40.7699317932,N,1482
id2267597,2,2016-06-18 17:03:48,2016-06-18 17:14:11,4,-73.9812011719,40.7709007263,-73.9691085815,40.7983093262,N,623
id1289738,2,2016-01-25 15:56:24,2016-01-25 16:28:54,1,-73.9524841309,40.7659912109,-74.0024490356,40.7333946228,N,1950
id0685384,2,2016-05-31 07:14:12,2016-05-31 07:35:46,1,-74.0111923218,40.7132492065,-74.0230789185,40.6467094421,N,1294
id1978335,2,2016-03-06 02:25:36,2016-03-06 02:31:58,1,-74.0041427612,40.7334213257,-74.0046920776,40.7164573669,N,382
id2852417,2,2016-04-02 21:57:19,2016-04-02 22:06:07,3,-73.9883117676,40.7643127441,-73.9906997681,40.7506904602,N,528
id2038782,1,2016-01-01 17:42:27,2016-01-01 17:55:53,1,-73.9540634155,40.7817382812,-73.9825515747,40.7721061707,N,806
id1518899,1,2016-01-14 03:54:20,2016-01-14 03:57:18,1,-73.9624633789,40.7631454468,-73.9690093994,40.7548332214,N,178
id3785704,1,2016-06-23 19:21:23,2016-06-23 19:27:27,1,-73.9824447632,40.7735481262,-73.9874572754,40.7685317993,N,364
id3178633,1,2016-06-29 15:24:00,2016-06-29 15:58:53,1,-73.8730697632,40.7740440369,-73.9839477539,40.7439880371,N,2093
id0625161,1,2016-01-31 18:24:32,2016-01-31 18:33:45,1,-73.9681015015,40.7555503845,-73.9503936768,40.7752990723,N,553
id1849047,1,2016-05-29 14:15:37,2016-05-29 14:20:00,1,-73.9784393311,40.7588272095,-73.9724273682,40.7652664185,N,263
id2709720,2,2016-02-27 18:32:48,2016-02-27 18:49:40,1,-74.0018463135,40.7305374146,-73.9701156616,40.7588539124,N,1012
id3926497,2,2016-04-04 10:18:12,2016-04-04 10:34:34,1,-73.990272522,40.7402915955,-74.0007781982,40.7420310974,N,982
id2483970,1,2016-03-13 03:45:45,2016-03-13 03:59:12,2,-73.9764099121,40.7882118225,-73.9297943115,40.8533439636,N,807
id2174844,1,2016-05-17 18:35:57,2016-05-17 18:50:36,1,-73.9743728638,40.7831687927,-73.954788208,40.769493103,N,879
id1478419,2,2016-06-18 22:55:02,2016-06-18 23:23:13,5,-73.9913024902,40.7504959106,-73.9749298096,40.6752929688,N,1691
id3743043,2,2016-01-30 00:39:42,2016-01-30 01:11:56,5,-73.9720001221,40.74974823,-73.9202880859,40.7595710754,N,1934
id3083198,1,2016-05-05 10:43:25,2016-05-05 11:31:39,1,-73.9906616211,40.7457962036,-73.8655166626,40.7708320618,N,2894
id1651864,2,2016-05-01 08:35:33,2016-05-01 08:59:55,2,-74.0138778687,40.7139053345,-74.0372085571,40.7084388733,N,1462
id0800727,2,2016-04-26 19:29:34,2016-04-26 19:39:20,1,-73.9942092896,40.7228889465,-73.9937896729,40.7343292236,N,586
id2509452,2,2016-05-22 22:50:35,2016-05-22 22:50:38,1,-73.9863586426,40.7805671692,-73.986366272,40.7806434631,N,3
id2984458,2,2016-01-17 02:27:54,2016-01-17 02:40:15,3,-73.9865036011,40.7476234436,-73.9547958374,40.7658653259,N,741
id2368483,2,2016-02-12 08:01:05,2016-02-12 08:12:19,1,-73.9978866577,40.756816864,-73.9795837402,40.752696991,N,674
id0553272,1,2016-02-01 19:00:28,2016-02-01 19:04:18,1,-73.9514694214,40.7823371887,-73.9434738159,40.7901535034,N,230
id2680108,2,2016-04-01 09:45:20,2016-04-01 09:50:32,1,-73.9740982056,40.7422866821,-73.9850997925,40.7364006042,N,312
id3420285,2,2016-03-31 06:03:17,2016-03-31 06:06:11,3,-73.9912033081,40.749206543,-73.9842071533,40.7549819946,N,174
id1267205,1,2016-02-13 21:51:31,2016-02-13 21:56:44,1,-73.9742736816,40.7837257385,-73.9860992432,40.7756309509,N,313
id0256004,2,2016-06-04 20:33:09,2016-06-04 20:36:43,1,-73.9853363037,40.7386283875,-73.9798431396,40.7351608276,N,214
id0541234,1,2016-02-06 17:13:27,2016-02-06 17:15:28,1,-73.9507904053,40.7948493958,-73.9544143677,40.7898902893,N,121
id0301695,2,2016-06-28 19:02:48,2016-06-28 19:10:58,2,-73.998550415,40.7400283813,-74.0085601807,40.7187309265,N,490
id3527461,1,2016-05-19 13:29:25,2016-05-19 13:39:59,2,-73.9690170288,40.7644081116,-73.9593734741,40.7811546326,N,634
id3573478,2,2016-03-03 20:14:32,2016-03-03 20:20:14,1,-73.9865570068,40.7430305481,-73.9794387817,40.7525596619,N,342
id3844283,1,2016-04-15 10:52:42,2016-04-15 11:13:39,1,-73.9942245483,40.7510299683,-73.9878005981,40.7329750061,N,1257
id0374397,2,2016-03-02 18:50:24,2016-03-02 19:42:06,2,-73.9746932983,40.742061615,-73.9472427368,40.8258514404,N,3102
id3388041,2,2016-05-03 20:44:21,2016-05-03 20:54:26,1,-73.9777297974,40.7521705627,-73.9849014282,40.748249054,N,605
id1534455,1,2016-01-31 13:15:59,2016-01-31 13:33:14,1,-74.0141372681,40.7136077881,-73.9956588745,40.7217254639,N,1035
id2444641,2,2016-02-17 23:47:11,2016-02-18 00:01:26,1,-73.987953186,40.7544250488,-73.9524230957,40.776473999,N,855
id0283196,1,2016-05-26 12:46:01,2016-05-26 13:38:26,1,-74.0066223145,40.7369499207,-73.9517288208,40.7694664001,N,3145
id2169840,2,2016-02-13 14:06:34,2016-02-13 14:13:53,6,-73.9922943115,40.7494659424,-73.9999771118,40.7346725464,N,439
id2236335,1,2016-05-03 09:56:54,2016-05-03 10:11:26,1,-73.993637085,40.74974823,-73.9894332886,40.7696228027,N,872
id3317866,2,2016-06-05 07:36:26,2016-06-05 07:38:34,1,-73.9963378906,40.7482833862,-73.9923019409,40.7530784607,N,128
id0840783,2,2016-03-09 01:46:20,2016-03-09 01:51:26,1,-73.9966278076,40.7372398376,-73.9802780151,40.7344398499,N,306
id3786163,2,2016-03-08 14:48:44,2016-03-08 15:07:29,1,-73.9257278442,40.7522010803,-73.9086532593,40.7762107849,N,1125
id0212960,2,2016-03-21 17:10:58,2016-03-21 17:14:59,1,-73.9548492432,40.7732048035,-73.9474487305,40.7744293213,N,241
id0055013,1,2016-04-16 01:03:51,2016-04-16 01:10:17,1,-73.9964065552,40.7239227295,-73.9953994751,40.7208366394,N,386
id3479110,1,2016-05-16 06:49:25,2016-05-16 06:51:57,1,-73.9752883911,40.7520446777,-73.9732437134,40.748298645,N,152
id3356003,2,2016-06-01 18:22:22,2016-06-01 18:26:41,5,-73.986000061,40.7574691772,-73.9816131592,40.75025177,N,259
id1699295,2,2016-04-08 14:43:01,2016-04-08 14:47:54,1,-73.9896087646,40.7574806213,-73.9827728271,40.7655944824,N,293
id3933263,2,2016-04-23 15:34:57,2016-04-23 16:06:23,5,-73.8709182739,40.7737388611,-74.0080490112,40.7052001953,N,1886
id0131634,2,2016-06-08 10:22:09,2016-06-08 10:23:28,2,-73.948348999,40.7839813232,-73.9510879517,40.785030365,N,79
id1916444,2,2016-02-26 13:35:05,2016-02-26 13:45:46,1,-73.9574737549,40.7656936646,-73.9736633301,40.7564163208,N,641
id3513070,2,2016-06-03 02:00:16,2016-06-03 02:14:18,1,-74.002571106,40.7238235474,-73.9574050903,40.7195205688,N,842
id3113097,1,2016-04-20 12:02:57,2016-04-20 12:28:51,1,-73.9543304443,40.7661056519,-73.9038009644,40.7456016541,N,1554
id0246440,2,2016-01-14 13:11:17,2016-01-14 13:24:46,1,-73.9610748291,40.7606887817,-73.9533081055,40.7843818665,N,809
id1796152,1,2016-03-26 21:49:20,2016-03-26 21:55:28,1,-73.9874572754,40.7504615784,-73.9751434326,40.7530250549,N,368
id0555961,1,2016-01-04 07:57:54,2016-01-04 08:14:46,1,-73.9564819336,40.7840194702,-73.9746246338,40.756893158,N,1012
id0955319,1,2016-02-17 22:09:02,2016-02-17 22:40:05,1,-73.9719314575,40.7539863586,-73.9123077393,40.7771987915,N,1863
id1933264,2,2016-04-16 14:26:36,2016-04-16 14:28:46,2,-73.9496612549,40.7808609009,-73.9543380737,40.7789802551,N,130
id0580858,2,2016-02-26 19:05:22,2016-02-26 19:09:58,1,-73.9808731079,40.7679481506,-73.9903106689,40.7667198181,N,276
id0134059,1,2016-01-16 23:58:43,2016-01-17 00:04:18,2,-73.9562072754,40.7212982178,-73.9549179077,40.7343177795,N,335
id1574106,1,2016-04-02 23:13:43,2016-04-02 23:21:19,1,-73.9775695801,40.7872314453,-73.9661560059,40.7950515747,N,456
id2240398,1,2016-06-08 09:55:59,2016-06-08 10:51:53,1,-73.9788665771,40.760887146,-73.9515762329,40.7317886353,N,3354
id0395083,1,2016-01-02 20:17:46,2016-01-02 20:29:06,4,-74.0030059814,40.7184867859,-73.9962921143,40.7444076538,N,680
id1243641,1,2016-02-13 22:16:24,2016-02-13 22:32:46,2,-73.9821853638,40.7715377808,-73.9910354614,40.745349884,N,982
id2251167,2,2016-02-26 20:04:54,2016-02-26 20:12:37,2,-74.0071487427,40.7284431458,-73.9931335449,40.7388916016,N,463
id0390426,2,2016-04-23 16:45:19,2016-04-23 16:49:52,1,-73.9837493896,40.7448616028,-73.974937439,40.7417411804,N,273
id3820074,1,2016-01-30 16:50:44,2016-01-30 17:15:56,3,-73.978767395,40.7875022888,-73.9370193481,40.8567695618,N,1512
id2800447,2,2016-03-30 03:40:25,2016-03-30 03:58:30,1,-74.0030670166,40.7252311707,-73.9266662598,40.7038917542,N,1085
id3865954,1,2016-06-05 12:49:38,2016-06-05 12:53:01,1,-73.9922714233,40.7586364746,-74.0025024414,40.75598526,N,203
id2679897,2,2016-05-15 18:20:11,2016-05-15 18:35:45,2,-73.9927597046,40.7557296753,-73.9885864258,40.7311210632,N,934
id3472305,2,2016-04-21 21:18:55,2016-04-21 21:38:31,1,-73.9843902588,40.7426338196,-73.9578475952,40.7734451294,N,1176
id1797520,2,2016-03-08 10:41:59,2016-03-08 11:00:12,1,-74.0023956299,40.7163925171,-73.9803695679,40.7427368164,N,1093
id0280741,1,2016-03-14 09:47:48,2016-03-14 10:03:09,1,-73.9781188965,40.7783317566,-73.9996109009,40.7613868713,N,921
id0464032,2,2016-01-25 13:40:47,2016-01-25 14:01:33,1,-73.955619812,40.7640686035,-73.9844512939,40.7755012512,N,1246
id3603274,1,2016-03-24 11:20:39,2016-03-24 11:23:40,2,-73.9540176392,40.7871627808,-73.9526596069,40.7832794189,N,181
id1657765,2,2016-02-07 15:19:18,2016-02-07 15:31:53,5,-73.990196228,40.7346611023,-73.9940109253,40.7515029907,N,755
id2802251,1,2016-06-25 16:52:46,2016-06-25 17:00:59,2,-73.9837417603,40.7552642822,-73.9727935791,40.7566070557,N,493
id1212925,1,2016-01-11 18:07:26,2016-01-11 18:22:04,2,-73.9967041016,40.7348556519,-73.9906311035,40.7561988831,N,878
id2697628,2,2016-06-15 09:48:24,2016-06-15 10:09:17,1,-73.9818267822,40.7630691528,-73.9959793091,40.7438011169,N,1253
id1907852,2,2016-01-20 08:47:25,2016-01-20 09:05:25,1,-74.0045318604,40.7420501709,-73.9845733643,40.7539901733,N,1080
id1224233,1,2016-05-13 17:06:21,2016-05-13 17:46:40,2,-73.9455718994,40.7782516479,-73.9836120605,40.7555885315,N,2419
id2586677,2,2016-04-16 23:29:14,2016-04-16 23:36:01,1,-73.9893722534,40.7416877747,-73.9903411865,40.7310333252,N,407
id3503013,2,2016-03-23 08:34:35,2016-03-23 08:47:30,1,-73.9486083984,40.7532615662,-73.9486083984,40.7532615662,N,775
id2051097,2,2016-03-11 08:59:49,2016-03-11 09:05:37,1,-74.0173416138,40.7091827393,-74.0101318359,40.7214927673,N,348
